"filename", "language", "C++", "Markdown", "C", "Objective-C", "CMake", "F#", "comment", "blank", "total"
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_relational.hpp", "C++", 17, 0, 0, 0, 0, 0, 35, 11, 63
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_relational.inl", "C++", 31, 0, 0, 0, 0, 0, 0, 5, 36
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_transform.hpp", "C++", 13, 0, 0, 0, 0, 0, 28, 7, 48
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_transform.inl", "C++", 19, 0, 0, 0, 0, 0, 1, 5, 25
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_trigonometric.hpp", "C++", 19, 0, 0, 0, 0, 0, 35, 10, 64
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\quaternion_trigonometric.inl", "C++", 29, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_common.hpp", "C++", 39, 0, 0, 0, 0, 0, 97, 22, 158
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_common.inl", "C++", 130, 0, 0, 0, 0, 0, 1, 22, 153
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_constants.hpp", "C++", 15, 0, 0, 0, 0, 0, 16, 10, 41
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_constants.inl", "C++", 21, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_int_sized.hpp", "C++", 38, 0, 0, 0, 0, 0, 18, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_integer.hpp", "C++", 29, 0, 0, 0, 0, 0, 50, 14, 93
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_integer.inl", "C++", 208, 0, 0, 0, 0, 0, 0, 36, 244
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_packing.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 8, 33
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_packing.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_relational.hpp", "C++", 17, 0, 0, 0, 0, 0, 39, 10, 66
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_relational.inl", "C++", 32, 0, 0, 0, 0, 0, 2, 7, 41
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_uint_sized.hpp", "C++", 38, 0, 0, 0, 0, 0, 18, 15, 71
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_ulp.hpp", "C++", 21, 0, 0, 0, 0, 0, 42, 12, 75
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\scalar_ulp.inl", "C++", 250, 0, 0, 0, 0, 0, 7, 28, 285
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool1.hpp", "C++", 9, 0, 0, 0, 0, 0, 15, 7, 31
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 15, 9, 35
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_bool4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_common.hpp", "C++", 46, 0, 0, 0, 0, 0, 134, 25, 205
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_common.inl", "C++", 111, 0, 0, 0, 0, 0, 0, 19, 130
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 17, 9, 37
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 20, 7, 35
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_double4_precision.hpp", "C++", 9, 0, 0, 0, 0, 0, 20, 7, 36
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float1_precision.hpp", "C++", 11, 0, 0, 0, 0, 0, 17, 9, 37
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float2_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float3_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_float4_precision.hpp", "C++", 8, 0, 0, 0, 0, 0, 17, 7, 32
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 8, 33
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int1_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int2_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int3_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_int4_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_integer.hpp", "C++", 34, 0, 0, 0, 0, 0, 99, 17, 150
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_integer.inl", "C++", 65, 0, 0, 0, 0, 0, 0, 21, 86
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_packing.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 8, 33
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_packing.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_relational.hpp", "C++", 25, 0, 0, 0, 0, 0, 68, 15, 108
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_relational.inl", "C++", 62, 0, 0, 0, 0, 0, 3, 11, 76
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint1.hpp", "C++", 9, 0, 0, 0, 0, 0, 16, 8, 33
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint1_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint2.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint2_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint3.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint3_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint4.hpp", "C++", 6, 0, 0, 0, 0, 0, 8, 5, 19
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_uint4_sized.hpp", "C++", 13, 0, 0, 0, 0, 0, 27, 10, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_ulp.hpp", "C++", 25, 0, 0, 0, 0, 0, 71, 14, 110
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\ext\vector_ulp.inl", "C++", 67, 0, 0, 0, 0, 0, 0, 8, 75
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\fwd.hpp", "C++", 1013, 0, 0, 0, 0, 0, 12, 209, 1234
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\geometric.hpp", "C++", 30, 0, 0, 0, 0, 0, 73, 14, 117
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\glm.hpp", "C++", 29, 0, 0, 0, 0, 0, 101, 7, 137
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\bitfield.hpp", "C++", 57, 0, 0, 0, 0, 0, 170, 40, 267
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\bitfield.inl", "C++", 486, 0, 0, 0, 0, 0, 1, 140, 627
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\color_space.hpp", "C++", 22, 0, 0, 0, 0, 0, 24, 11, 57
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\color_space.inl", "C++", 72, 0, 0, 0, 0, 0, 2, 11, 85
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\constants.hpp", "C++", 63, 0, 0, 0, 0, 0, 69, 34, 166
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\constants.inl", "C++", 138, 0, 0, 0, 0, 0, 1, 29, 168
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\epsilon.hpp", "C++", 18, 0, 0, 0, 0, 0, 32, 11, 61
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\epsilon.inl", "C++", 67, 0, 0, 0, 0, 0, 2, 12, 81
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\integer.hpp", "C++", 20, 0, 0, 0, 0, 0, 36, 10, 66
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\integer.inl", "C++", 56, 0, 0, 0, 0, 0, 3, 10, 69
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_access.hpp", "C++", 27, 0, 0, 0, 0, 0, 23, 11, 61
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_access.inl", "C++", 53, 0, 0, 0, 0, 0, 1, 9, 63
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_integer.hpp", "C++", 112, 0, 0, 0, 0, 0, 207, 115, 434
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_inverse.hpp", "C++", 17, 0, 0, 0, 0, 0, 25, 9, 51
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_inverse.inl", "C++", 99, 0, 0, 0, 0, 0, 1, 19, 119
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_transform.hpp", "C++", 12, 0, 0, 0, 0, 0, 20, 5, 37
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\matrix_transform.inl", "C++", 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\noise.hpp", "C++", 27, 0, 0, 0, 0, 0, 25, 10, 62
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\noise.inl", "C++", 582, 0, 0, 0, 0, 0, 133, 93, 808
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\packing.hpp", "C++", 88, 0, 0, 0, 0, 0, 561, 80, 729
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\packing.inl", "C++", 752, 0, 0, 0, 0, 0, 61, 126, 939
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\quaternion.hpp", "C++", 60, 0, 0, 0, 0, 0, 93, 21, 174
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\quaternion.inl", "C++", 171, 0, 0, 0, 0, 0, 1, 31, 203
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\quaternion_simd.inl", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\random.hpp", "C++", 25, 0, 0, 0, 0, 0, 44, 14, 83
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\random.inl", "C++", 262, 0, 0, 0, 0, 0, 0, 42, 304
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\reciprocal.hpp", "C++", 33, 0, 0, 0, 0, 0, 84, 19, 136
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\reciprocal.inl", "C++", 151, 0, 0, 0, 0, 0, 13, 28, 192
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\round.hpp", "C++", 38, 0, 0, 0, 0, 0, 104, 19, 161
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\round.inl", "C++", 118, 0, 0, 0, 0, 0, 13, 25, 156
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\type_aligned.hpp", "C++", 547, 0, 0, 0, 0, 0, 384, 385, 1316
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\type_precision.hpp", "C++", 514, 0, 0, 0, 0, 0, 1018, 563, 2095
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\type_precision.inl", "C++", 3, 0, 0, 0, 0, 0, 1, 3, 7
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\type_ptr.hpp", "C++", 89, 0, 0, 0, 0, 0, 102, 40, 231
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\type_ptr.inl", "C++", 320, 0, 0, 0, 0, 0, 4, 63, 387
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\ulp.hpp", "C++", 38, 0, 0, 0, 0, 0, 95, 20, 153
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\ulp.inl", "C++", 150, 0, 0, 0, 0, 0, 1, 23, 174
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtc\vec1.hpp", "C++", 14, 0, 0, 0, 0, 0, 12, 5, 31
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\associated_min_max.hpp", "C++", 119, 0, 0, 0, 0, 0, 60, 29, 208
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\associated_min_max.inl", "C++", 310, 0, 0, 0, 0, 0, 19, 26, 355
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\bit.hpp", "C++", 31, 0, 0, 0, 0, 0, 50, 18, 99
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\bit.inl", "C++", 64, 0, 0, 0, 0, 0, 11, 18, 93
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\closest_point.hpp", "C++", 23, 0, 0, 0, 0, 0, 18, 9, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\closest_point.inl", "C++", 35, 0, 0, 0, 0, 0, 3, 8, 46
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\color_encoding.hpp", "C++", 24, 0, 0, 0, 0, 0, 20, 11, 55
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\color_encoding.inl", "C++", 35, 0, 0, 0, 0, 0, 1, 10, 46
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\color_space.hpp", "C++", 33, 0, 0, 0, 0, 0, 27, 13, 73
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\color_space.inl", "C++", 117, 0, 0, 0, 0, 0, 7, 18, 142
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\color_space_YCoCg.hpp", "C++", 25, 0, 0, 0, 0, 0, 25, 11, 61
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\color_space_YCoCg.inl", "C++", 98, 0, 0, 0, 0, 0, 1, 9, 108
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\common.hpp", "C++", 24, 0, 0, 0, 0, 0, 42, 11, 77
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\common.inl", "C++", 105, 0, 0, 0, 0, 0, 2, 19, 126
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\compatibility.hpp", "C++", 98, 0, 0, 0, 0, 0, 15, 21, 134
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\compatibility.inl", "C++", 55, 0, 0, 0, 0, 0, 1, 7, 63
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\component_wise.hpp", "C++", 26, 0, 0, 0, 0, 0, 31, 13, 70
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\component_wise.inl", "C++", 109, 0, 0, 0, 0, 0, 1, 18, 128
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\dual_quaternion.hpp", "C++", 121, 0, 0, 0, 0, 0, 89, 65, 275
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\dual_quaternion.inl", "C++", 286, 0, 0, 0, 0, 0, 12, 55, 353
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\easing.hpp", "C++", 82, 0, 0, 0, 0, 0, 97, 41, 220
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\easing.inl", "C++", 334, 0, 0, 0, 0, 0, 32, 71, 437
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\euler_angles.hpp", "C++", 188, 0, 0, 0, 0, 0, 100, 48, 336
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\euler_angles.inl", "C++", 833, 0, 0, 0, 0, 0, 1, 66, 900
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\extend.hpp", "C++", 18, 0, 0, 0, 0, 0, 17, 8, 43
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\extend.inl", "C++", 43, 0, 0, 0, 0, 0, 1, 5, 49
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\extended_min_max.hpp", "C++", 80, 0, 0, 0, 0, 0, 39, 19, 138
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\extended_min_max.inl", "C++", 125, 0, 0, 0, 0, 0, 1, 13, 139
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\exterior_product.hpp", "C++", 16, 0, 0, 0, 0, 0, 22, 8, 46
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\exterior_product.inl", "C++", 20, 0, 0, 0, 0, 0, 1, 6, 27
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\fast_exponential.hpp", "C++", 37, 0, 0, 0, 0, 0, 40, 19, 96
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\fast_exponential.inl", "C++", 73, 0, 0, 0, 0, 0, 50, 14, 137
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\fast_square_root.hpp", "C++", 33, 0, 0, 0, 0, 0, 44, 16, 93
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\fast_square_root.inl", "C++", 56, 0, 0, 0, 0, 0, 6, 14, 76
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\fast_trigonometry.hpp", "C++", 29, 0, 0, 0, 0, 0, 36, 15, 80
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\fast_trigonometry.inl", "C++", 113, 0, 0, 0, 0, 0, 8, 22, 143
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\float_notmalize.inl", "C++", 9, 0, 0, 0, 0, 0, 1, 4, 14
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\functions.hpp", "C++", 25, 0, 0, 0, 0, 0, 22, 10, 57
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\functions.inl", "C++", 25, 0, 0, 0, 0, 0, 1, 5, 31
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\gradient_paint.hpp", "C++", 25, 0, 0, 0, 0, 0, 20, 9, 54
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\gradient_paint.inl", "C++", 32, 0, 0, 0, 0, 0, 1, 4, 37
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\handed_coordinate_space.hpp", "C++", 23, 0, 0, 0, 0, 0, 19, 9, 51
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\handed_coordinate_space.inl", "C++", 23, 0, 0, 0, 0, 0, 1, 3, 27
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\hash.hpp", "C++", 106, 0, 0, 0, 0, 0, 11, 26, 143
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\hash.inl", "C++", 158, 0, 0, 0, 0, 0, 10, 17, 185
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\integer.hpp", "C++", 25, 0, 0, 0, 0, 0, 35, 17, 77
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\integer.inl", "C++", 131, 0, 0, 0, 0, 0, 25, 30, 186
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\intersect.hpp", "C++", 49, 0, 0, 0, 0, 0, 31, 13, 93
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\intersect.inl", "C++", 156, 0, 0, 0, 0, 0, 13, 32, 201
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\io.hpp", "C++", 138, 0, 0, 0, 0, 0, 23, 41, 202
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\io.inl", "C++", 367, 0, 0, 0, 0, 0, 2, 72, 441
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\log_base.hpp", "C++", 21, 0, 0, 0, 0, 0, 19, 9, 49
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\log_base.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 3, 17
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_cross_product.hpp", "C++", 19, 0, 0, 0, 0, 0, 20, 9, 48
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_cross_product.inl", "C++", 33, 0, 0, 0, 0, 0, 1, 4, 38
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_decompose.hpp", "C++", 22, 0, 0, 0, 0, 0, 17, 8, 47
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_decompose.inl", "C++", 113, 0, 0, 0, 0, 0, 42, 32, 187
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_factorisation.hpp", "C++", 21, 0, 0, 0, 0, 0, 37, 12, 70
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_factorisation.inl", "C++", 53, 0, 0, 0, 0, 0, 17, 15, 85
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_interpolation.hpp", "C++", 25, 0, 0, 0, 0, 0, 25, 11, 61
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_interpolation.inl", "C++", 121, 0, 0, 0, 0, 0, 1, 8, 130
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_major_storage.hpp", "C++", 61, 0, 0, 0, 0, 0, 40, 19, 120
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_major_storage.inl", "C++", 153, 0, 0, 0, 0, 0, 1, 13, 167
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_operation.hpp", "C++", 46, 0, 0, 0, 0, 0, 39, 19, 104
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_operation.inl", "C++", 156, 0, 0, 0, 0, 0, 1, 20, 177
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_query.hpp", "C++", 31, 0, 0, 0, 0, 0, 32, 15, 78
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_query.inl", "C++", 103, 0, 0, 0, 0, 0, 1, 10, 114
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_transform_2d.hpp", "C++", 34, 0, 0, 0, 0, 0, 36, 12, 82
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\matrix_transform_2d.inl", "C++", 56, 0, 0, 0, 0, 0, 2, 11, 69
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\mixed_product.hpp", "C++", 18, 0, 0, 0, 0, 0, 16, 8, 42
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\mixed_product.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\norm.hpp", "C++", 35, 0, 0, 0, 0, 0, 37, 17, 89
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\norm.inl", "C++", 79, 0, 0, 0, 0, 0, 1, 16, 96
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\normal.hpp", "C++", 15, 0, 0, 0, 0, 0, 19, 8, 42
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\normal.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 2, 16
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\normalize_dot.hpp", "C++", 17, 0, 0, 0, 0, 0, 24, 9, 50
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\normalize_dot.inl", "C++", 13, 0, 0, 0, 0, 0, 1, 3, 17
"c:\Users\msi\source\repos\LearnOpenGL\include\glm\gtx\number_precision.hpp", "C++", 26, 0, 0, 0, 0, 0, 23, 13, 62
